"","permno","permco","namedt","nameenddt","cusip","ncusip","ticker","comnam","hexcd","exchcd","siccd","shrcd","shrcls","st_date","end_date","namedum"
"31123",77433,11425,1992-03-24,2007-04-30,"19046E10","19046E10","CFCP","COASTAL FINANCIAL CORP DEL",3,3,6710,11,NA,1992-03-31,2007-04-30,2
"30019",76707,10987,1995-05-22,1998-12-31,"19049510","19049510","DR","COASTAL PHYSICIAN GROUP INC",1,1,8099,11,NA,1991-06-28,1998-12-31,2
"33890",80076,30066,1993-12-10,2002-09-20,"19057T10","19057T10","PAR","COASTCAST CORP",1,1,3949,11,NA,1993-12-31,2002-09-30,2
"11068",24265,939,1993-11-30,1994-05-11,"19058030","19058030","CLFL","COASTLAND CORP FL",3,3,6550,11,NA,1979-06-29,1994-05-31,2
"5927",14425,54716,2014-01-15,2018-06-29,"19063210","19063210","CWAY","COASTWAY BANCORP INC",3,3,9999,11,NA,2014-01-31,2018-06-29,2
"33549",79810,12526,1993-11-02,1996-02-20,"19063310","19063310","CNRG","COASTWIDE ENERGY SVCS INC",3,3,5160,11,NA,1993-11-30,1996-02-29,2
"41484",87159,16700,1999-08-05,2001-11-13,"19074Q10","19074Q10","CBLT","COBALT GROUP INC",3,3,7370,11,NA,1999-08-31,2001-11-30,2
"41756",87380,17316,1999-11-05,2000-12-06,"19074R10","19074R10","COBT","COBALT NETWORKS INC",3,3,3570,11,NA,1999-11-30,2000-12-29,2
"40636",86350,34871,2001-03-26,2003-09-24,"19074W10","19074W10","CBZ","COBALT CORP",1,1,6324,11,NA,1998-09-30,2003-09-30,2
"33081",79479,12322,1993-08-03,1998-05-21,"19075010","19075010","COBI","COBANCORP INC",3,3,6710,11,NA,1993-08-31,1998-05-29,2
"46523",93152,53294,2017-06-19,2017-12-13,"19075F30","19075F30","CIE","COBALT INTERNATIONAL ENERGY INC",1,1,1321,11,NA,2009-12-31,2017-12-29,2
"40383",86157,16163,2007-07-05,2018-06-29,"19089710","19089710","COBZ","COBIZ FINANCIAL INC",3,3,6021,11,NA,1998-06-30,2018-06-29,2
"33194",79572,12414,1993-09-21,1996-01-26,"19090710","19090710","CBRA","COBRA GOLF INC",3,3,3940,11,NA,1993-09-30,1996-01-31,2
"13822",31078,1440,1993-04-01,2014-10-08,"19104210","19104210","COBR","COBRA ELECTRONICS CORP",3,3,3662,11,NA,1974-04-30,2014-10-31,2
"33491",79779,29995,1993-10-28,1995-10-27,"19104E10","19104E10","COI","COBRA INDUSTRIES INC",1,1,3792,11,NA,1993-10-29,1995-10-31,2
"3839",11995,1035,1982-11-01,2018-06-29,"19109810","19109810","COKE","COCA COLA BOTTLING CO CONS",3,3,2080,11,NA,1982-11-30,2018-06-29,2
"2518",11308,20468,1968-01-02,2018-06-29,"19121610","19121610","KO","COCA COLA CO",1,1,2087,11,NA,1925-12-31,2018-06-29,2
"26985",70500,20469,2010-10-04,2016-05-27,"19122T10","19122T10","CCE","COCA COLA ENTERPRISES INC NEW",1,1,2086,11,NA,1986-11-28,2016-05-31,2
"32255",78817,11924,1999-04-15,1999-07-13,"19126320","19126320","COCN","COCENSYS INC",3,3,2830,11,NA,1993-01-29,1999-07-30,2
"10345",22681,5578,1989-10-10,1996-02-16,"19188610","19188610","CODA","CODA ENERGY INC",3,3,1310,11,NA,1982-07-30,1996-02-29,2
"8079",17351,56294,2018-03-12,2018-06-29,"19188J30","19188J30","COCP","COCRYSTAL PHARMA INC",3,3,9999,11,NA,2018-03-29,2018-06-29,2
"7736",16819,56003,2017-07-19,2018-06-29,"19188U20","19188U20","CODA","CODA OCTOPUS GROUP INC",3,3,9999,11,NA,2017-07-31,2018-06-29,2
"3433",11773,9574,1987-10-09,1997-04-24,"19189310","19189310","CODL","CODE ALARM INC",3,3,3660,11,NA,1987-10-30,1997-04-30,2
"11134",24417,1025,1980-09-18,1994-09-14,"19190010","19190010","CODN","CODENOLL TECHNOLOGY CORP",3,3,3674,11,NA,1980-09-30,1994-09-30,2
"33725",79955,12729,1993-12-23,1994-12-08,"19190810","19190810","CODE","CODED COMMUNICATIONS CORP",3,3,3660,11,NA,1993-12-31,1994-12-30,2
"46634",93345,53389,2010-04-22,2018-06-29,"19200510","19200510","CDXS","CODEXIS INC",3,3,9999,11,NA,2010-04-30,2018-06-29,2
"6729",15367,55268,2015-05-19,2016-05-05,"19200J10","19200J10","CDRB","CODE REBEL CORP",3,3,9999,11,NA,2015-05-29,2016-05-31,2
"38861",84725,15450,1997-04-25,2018-06-29,"19202510","19202510","CVLY","CODORUS VALLEY BANCORP INC",3,3,6020,11,NA,1997-04-30,2018-06-29,2
"11153",24441,1071,2013-05-17,2018-06-29,"19210850","19210850","CDE","COEUR MINING INC",1,1,1041,11,NA,1979-07-31,2018-06-29,2
"44664",90679,46668,2010-03-16,2018-06-29,"19217610","19217610","JVA","COFFEE HOLDING CO INC",3,3,2095,11,NA,2005-05-31,2018-06-29,2
"37998",83948,14968,1996-09-25,1999-07-07,"19218910","19218910","MOKA","COFFEE PEOPLE INC",3,3,5800,11,NA,1996-09-30,1999-07-30,2
"26924",70164,21321,1998-07-20,1999-12-17,"19238M10","19238M10","CGCA","COGENERATION CORP AMERICA",3,3,4910,11,NA,1986-07-31,1999-12-31,2
"43474",89297,42769,2014-05-16,2018-06-29,"19239V30","19239V30","CCOI","COGENT COMMUNICATIONS HLDS INC",3,3,4813,11,NA,2002-02-28,2018-06-29,2
"44345",90356,45557,2004-09-24,2010-12-01,"19239Y10","19239Y10","COGT","COGENT INC",3,3,7373,11,NA,2004-09-30,2010-12-31,2
"28380",75654,10256,1989-07-20,2018-06-29,"19242210","19242210","CGNX","COGNEX CORP",3,3,3570,11,NA,1989-07-31,2018-06-29,2
"32115",78217,11851,2015-04-01,2018-04-23,"19243A10","19243A10","CGNT","COGENTIX MEDICAL INC",3,3,3845,11,NA,1992-12-31,2018-04-30,2
"40384",86158,16167,1998-06-19,2018-06-29,"19244610","19244610","CTSH","COGNIZANT TECHNOLOGY SOLS CORP",3,3,7370,11,"A",1998-06-30,2018-06-29,2
"2548",11328,9177,1987-05-14,1994-09-29,"19247510","19247510","CHTB","COHASSET SAVING BANK MA",3,3,6030,11,NA,1987-05-29,1994-09-30,2
"34564",80613,13152,1994-07-26,1998-08-03,"19247810","19247810","CCSC","COHERENT COMMUNICATIONS SYS CP",3,3,3660,11,NA,1994-07-29,1998-08-31,2
"11166",24476,1033,2008-02-14,2018-06-29,"19247910","19247910","COHR","COHERENT INC",3,3,3826,11,NA,1972-12-29,2018-06-29,2
"44299",90303,45467,2004-08-13,2018-06-29,"19247A10","19247A10","CNS","COHEN & STEERS INC",1,1,6726,11,NA,2004-08-31,2018-06-29,2
"35113",81078,13451,1994-11-30,2008-02-27,"19248010","19248010","COHT","COHESANT TECHNOLOGIES INC",3,3,3550,11,NA,1994-11-30,2008-02-29,2
"29229",76232,10697,1993-10-04,1999-03-05,"19248110","19248110","COHO","COHO ENERGY INC",3,3,1310,11,NA,1990-07-31,1999-03-31,2
"40604",86320,16260,1998-08-19,2003-01-31,"19248N10","19248N10","CSON","COHESION TECHNOLOGIES INC",3,3,3840,11,NA,1998-08-31,2003-01-31,2
"6499",15059,55105,2014-11-06,2018-06-29,"19249H10","19249H10","CHRS","COHERUS BIOSCIENCES INC",3,3,9999,11,NA,2014-11-28,2018-06-29,2
"7938",17139,56170,2017-12-15,2018-06-29,"19249J10","19249J10","CWBR","COHBAR INC",3,3,9999,11,NA,2017-12-29,2018-06-29,2
"44088",90077,44990,2017-09-05,2018-06-29,"19249M10","19249M10","COHN","COHEN & CO INC NEW",2,2,6798,11,NA,2004-03-31,2018-06-29,2
"40815",86568,16366,1999-01-04,2001-04-20,"19251310","19251310","COHB","COHOES BANCORP INC",3,3,6030,11,NA,1999-01-29,2001-04-30,2
"36915",83119,14379,1996-02-16,1999-03-04,"19256710","19256710","CHRI","COHR INC",3,3,7380,11,NA,1996-02-29,1999-03-31,2
"13653",30648,20470,1994-09-14,2018-06-29,"19257610","19257610","COHU","COHU INC",3,3,3820,11,NA,1962-07-31,2018-06-29,2
"37810",83810,14821,1996-07-18,2000-07-13,"19259L10","19259L10","WDRY","COINMACH LAUNDRY CORP",3,3,7210,11,NA,1996-07-31,2000-07-31,2
"45087",91108,45861,2006-02-03,2007-11-20,"19259W20","19259W20","DRA","COINMACH SERVICE CORP",2,2,7211,11,NA,2006-02-28,2007-11-30,2
"34275",80382,30346,1999-10-28,2002-07-31,"19286110","19286110","CLQ","COLD METAL PRODUCTS INC",2,2,3312,11,NA,1994-03-31,2002-07-31,2
"45024",91042,48788,2005-12-12,2007-05-04,"19286510","19286510","CDS","COLD SPRING CAPITAL INC",2,2,6770,11,NA,2005-12-30,2007-05-31,2
"38600",84416,15293,2012-10-04,2014-04-22,"19306820","19306820","CWTR","COLDWATER CREEK INC",3,3,5960,11,NA,1997-01-31,2014-04-30,2
"34295",80416,30382,1994-04-12,2004-10-04,"19329010","19329010","CNJ","COLE NATIONAL CORP NEW",1,1,5947,11,"A",1994-04-29,2004-10-29,2
"34655",80679,30419,1994-06-03,2012-09-25,"19329410","19329410","KCP","COLE KENNETH PRODUCTIONS INC",1,1,5139,11,"A",1994-06-30,2012-09-28,2
"45628",91891,51984,2007-03-01,2014-02-11,"19345930","19345930","CCIX","COLEMAN CABLE INC",3,3,3357,11,NA,2007-03-30,2014-02-28,2
"31033",77368,29433,1992-02-26,2000-01-06,"19355910","19355910","CLN","COLEMAN CO",1,1,3484,11,NA,1992-02-28,2000-01-31,2
"44832",90860,47207,2005-08-10,2008-01-04,"19388P10","19388P10","COLY","COLEY PHARMACEUTICAL GROUP INC",3,3,2834,11,NA,2005-08-31,2008-01-31,2
"11194",24540,6840,1989-01-03,1997-07-31,"19390110","19390110","COFD","COLLECTIVE BANCORP INC",3,3,6020,11,NA,1984-02-29,1997-07-31,2
"40511",86254,16194,1998-07-02,2002-07-02,"19392110","19392110","CLTX","COLLATERAL THERAPEUTICS INC",3,3,8730,11,NA,1998-07-31,2002-07-31,2
"46232",92648,53008,2008-05-08,2018-06-29,"19401410","19401410","CFX","COLFAX CORP",1,1,3561,11,NA,2008-05-30,2018-06-29,2
"8698",18729,20473,1968-01-02,2018-06-29,"19416210","19416210","CL","COLGATE PALMOLIVE CO",1,1,2841,11,NA,1930-03-31,2018-06-29,2
"11205",24556,5159,1998-08-19,1999-09-01,"19419410","19419410","CGEN","COLLAGEN AESTHETICS INC",3,3,3840,11,NA,1981-10-30,1999-09-30,2
"37569",83638,14742,1996-06-20,2008-04-10,"19419B10","19419B10","CGPI","COLLAGENEX PHARMACEUTICALS INC",3,3,2830,11,NA,1996-06-28,2008-04-30,2
"41755",87379,17317,2002-12-09,2018-06-29,"19421R20","19421R20","CLCT","COLLECTORS UNIVERSE INC",3,3,7380,11,NA,1999-11-30,2018-06-29,2
"37173",83333,31616,2007-08-20,2012-10-08,"19421W10","19421W10","PSS","COLLECTIVE BRANDS INC",1,1,5661,11,NA,1996-05-31,2012-10-31,2
"41973",87534,36610,2000-01-25,2001-05-21,"19453510","19453510","APS","COLLEGELINK COM INC",2,2,1521,11,NA,2000-01-31,2001-05-31,2
"44273",90278,45418,2004-07-16,2006-03-01,"19458M10","19458M10","CFSI","COLLEGIATE FUNDING SERVICES INC",3,3,6141,11,NA,2004-07-30,2006-03-31,2
"6737",15371,55270,2015-05-07,2018-06-29,"19459J10","19459J10","COLL","COLLEGIUM PHARMACEUTICAL INC",3,3,9999,11,NA,2015-05-29,2018-06-29,2
"34675",80713,30440,2002-05-29,2005-05-11,"19483020","19483020","CKC","COLLINS & AIKMAN CORP NEW",1,1,2221,11,NA,1994-07-29,2005-05-31,2
"11216",24572,1038,1992-03-25,2005-05-13,"19485810","19485810","COLL","COLLINS INDUSTRIES INC",3,3,3711,11,NA,1983-04-29,2005-05-31,2
"11239",24628,4128,1995-02-24,2009-08-14,"19549330","19549330","CNB","COLONIAL BANCGROUP INC",1,1,6021,11,NA,1983-06-30,2009-08-31,2
"21277",52740,5935,1998-01-30,2002-06-07,"19562140","19562140","CCOM","COLONIAL COMMERCIAL CORP",3,3,6160,11,NA,1971-07-30,2002-06-28,2
"11268",24687,725,1989-12-18,1993-03-26,"19562420","19562420","CLACB","COLONIAL COMPANIES INC",3,3,6321,11,"B",1972-12-29,1993-03-31,2
"2371",11221,9072,1996-02-09,1996-11-07,"19564210","19564210","CDTX","COLONIAL DATA TECHNOLOGIES CORP",3,3,3570,11,NA,1987-03-31,1996-11-29,2
"44706",90722,46847,2010-07-13,2015-03-31,"19566B10","19566B10","COBK","COLONIAL FINANCIAL SERVICES INC",3,3,6712,11,NA,2005-06-30,2015-03-31,2
"11263",24679,859,1997-09-18,1999-08-31,"19567410","19567410","CLG","COLONIAL GAS CO",1,1,4923,10,NA,1975-11-28,1999-08-31,2
"38782",84600,15392,2000-08-15,2000-10-18,"19574610","19574610","CHLD","COLONIAL HOLDINGS INC",3,3,7948,11,"A",1997-03-31,2000-10-31,2
"40136",85966,16037,1998-04-02,2018-06-29,"19623P10","19623P10","CBAN","COLONY BANKCORP INC",3,3,6060,11,NA,1998-04-30,2018-06-29,2
"44234",90222,45296,2004-06-22,2007-08-24,"19624P10","19624P10","CLRK","COLOR KINETICS INC",3,3,3646,11,NA,2004-06-30,2007-08-31,2
"6177",14686,54879,2014-07-01,2017-01-10,"19626G10","66705Y10","NSAM","NORTHSTAR ASSET MANAGEMENT GROU",1,1,8741,11,NA,2014-07-31,2018-06-29,2
"35467",81478,13642,1995-03-31,1999-05-04,"19633410","19633410","CCRI","COLORADO CASINO RESORTS INC",3,3,7990,11,NA,1995-03-31,1999-05-28,2
"12752",28063,966,1993-06-18,2003-07-18,"19652U10","19652U10","CMED","COLORADO MEDTECH INC",3,3,7370,11,NA,1983-07-29,2003-07-31,2
"11303",24767,1036,1972-12-14,1993-05-28,"19653810","19653810","COLC","COLORADO NATIONAL BANKSHARES IN",3,3,6711,11,NA,1972-12-29,1993-05-28,2
"31176",77473,29451,1992-03-25,1999-07-12,"19687910","19687910","COT","COLTEC INDUSTRIES INC",1,1,3519,11,NA,1992-03-31,1999-07-30,2
"6736",15370,55269,2015-05-06,2017-02-28,"19716T10","19716T10","CLCD","COLUCID PHARMACEUTICALS INC",3,3,9999,11,NA,2015-05-29,2017-02-28,2
"34695",80737,13199,1994-07-11,2006-01-31,"19722710","19722710","CBMD","COLUMBIA BANCORP",3,3,6710,11,NA,1994-07-29,2006-01-31,2
"40683",86419,16311,1998-11-06,2010-01-25,"19723110","19723110","CBBO","COLUMBIA BANCORP ORE",3,3,6020,11,NA,1998-11-30,2010-01-29,2
"31481",77679,11576,1992-06-16,2018-06-29,"19723610","19723610","COLB","COLUMBIA BANKING SYSTEM INC",3,3,6030,11,NA,1992-06-30,2018-06-29,2
"8210",17683,56334,2018-04-20,2018-06-29,"19764110","19764110","CLBK","COLUMBIA FINANCIAL INC",3,3,9999,11,NA,2018-04-30,2018-06-29,2
"2572",11340,20478,1998-01-20,2000-11-01,"19764810","19764810","CG","COLUMBIA ENERGY GROUP",1,1,1321,11,NA,1925-12-31,2000-11-30,2
"40138",85968,16052,1998-04-15,2001-11-15,"19764R10","19764R10","CFKY","COLUMBIA FINANCIAL OF KY INC",3,3,6030,11,NA,1998-04-30,2001-11-30,2
"40971",86773,7862,1989-10-23,1995-11-03,"19790110","19790110","CFFS","COLUMBIA FIRST BK A FSB WASH DC",3,3,6030,11,NA,1985-11-29,1995-11-30,2
"6767",15404,55294,2015-07-02,2016-06-30,"19828010","19828010","CPGX","COLUMBIA PIPELINE GROUP INC",1,1,4922,11,NA,2015-07-31,2016-06-30,2
"40025",85863,16029,1998-03-27,2018-06-29,"19851610","19851610","COLM","COLUMBIA SPORTSWEAR COMPANY",3,3,5130,11,NA,1998-03-31,2018-06-29,2
"45698",91982,52252,2007-05-30,2009-06-02,"19885110","19885110","BUS","COLUMBUS ACQUISITION CORP",2,2,6770,11,NA,2007-05-31,2009-06-30,2
"31611",77820,29524,1992-07-30,2000-12-29,"19906410","19906410","EGY","COLUMBUS ENERGY CORP",2,2,3825,11,NA,1992-07-31,2000-12-29,2
"36916",83120,14387,1996-02-23,2018-06-29,"19933310","19933310","CMCO","COLUMBUS MCKINNON CORP NY",3,3,3530,11,NA,1996-02-29,2018-06-29,2
"36027",82164,13958,1995-08-24,1997-07-25,"19977510","19977510","CMTK","COM TECH COMMUNICATION TECH INC",3,3,4890,11,NA,1995-08-31,1997-07-31,2
"11378",24935,1049,1988-11-01,2000-01-11,"19978910","19978910","COMR","COMAIR HOLDINGS INC",3,3,4510,11,NA,1981-07-31,2000-01-31,2
"39126",85059,31994,1997-06-27,2018-06-29,"19990810","19990810","FIX","COMFORT SYSTEMS USA INC",1,1,3585,11,NA,1997-06-30,2018-06-29,2
"11388",24951,978,1976-10-15,2010-12-31,"20008010","20008010","CMRO","COMARCO INC",3,3,8911,11,NA,1976-10-29,2010-12-31,2
"40245",86057,16093,1998-05-08,1999-11-12,"20009P10","20009P10","CCHM","COMBICHEM INC",3,3,8730,11,NA,1998-05-29,1999-11-30,2
"7754",16852,56028,2016-02-01,2017-11-14,"20009T50","20009T50","CBMX","COMBIMATRIX CORP",3,3,3670,11,NA,2007-08-31,2017-11-30,2
"32195",78584,26318,1986-01-02,1994-03-18,"20029910","20029910","CCPI","COMCAST CABLEVISION PHIL INC",3,3,4890,11,NA,1986-01-31,1994-03-31,2
"11413",25022,962,1972-12-14,2002-11-18,"20030010","20030010","CMCSA","COMCAST CORP",3,3,4899,11,"A",1972-12-29,2002-11-29,2
"3840",11997,962,1986-12-24,2002-11-18,"20030020","20030020","CMCSK","COMCAST CORP",3,3,4899,11,"A",1986-12-31,2002-11-29,2
"30792",77211,11268,1995-05-22,1995-06-21,"20030450","20030450","COMC","COMCENTRAL CORP",3,3,4813,11,NA,1991-12-31,1995-06-30,2
"43642",89525,43613,2002-11-19,2018-06-29,"20030N10","20030N10","CMCSA","COMCAST CORP NEW",3,3,4841,11,"A",2002-11-29,2018-06-29,2
"43666",89565,43613,2002-11-19,2015-12-11,"20030N20","20030N20","CMCSK","COMCAST CORP NEW",3,3,4840,11,NA,2002-11-29,2015-12-31,2
"3241",11675,9498,1993-11-17,1995-12-12,"20032120","20032120","CMDT","COMDATA HOLDINGS CORP",3,3,4890,11,NA,1987-09-30,1995-12-29,2
"11435",25073,964,1995-08-08,2002-08-06,"20033230","20033230","CMDL","COMDIAL CORP",3,3,3661,11,NA,1979-02-28,2002-08-30,2
"24117",61524,20481,1980-01-18,2002-04-12,"20033610","20033610","CDO","COMDISCO INC",1,1,7379,11,NA,1972-12-29,2002-04-30,2
"11443",25081,1261,1991-04-02,2018-06-29,"20034010","20034010","CMA","COMERICA INC",1,1,6712,11,NA,1972-12-29,2018-06-29,2
"26516",68523,301,1995-12-04,2010-12-28,"20038K10","20038K10","CFS","COMFORCE CORP",2,2,3911,11,NA,1960-04-29,2010-12-31,2
"37558",83631,14729,1996-06-17,2010-12-31,"20046810","20046810","CCBP","COMM BANCORP INC",3,3,6020,11,NA,1996-06-28,2010-12-31,2
"8337",17875,56400,2018-06-06,2018-06-29,"20049720","20049720","CCNI","COMMAND CENTER INC",3,3,9999,11,NA,2018-06-29,2018-06-29,2
"29388",76329,10541,1990-04-02,1995-09-29,"20049910","20049910","CDMD","COMMAND CREDIT CORP",3,3,6150,10,NA,1990-04-30,1995-09-29,2
"29391",76330,10690,2007-06-08,2018-06-29,"20050L10","20050L10","MOC","COMMAND SECURITY CORP",2,2,7381,11,NA,1990-07-31,2018-06-29,2
"1545",10792,8687,1992-04-21,1993-09-27,"20051110","20051110","CBWV","COMMERCE BANC CORP",3,3,6710,11,NA,1986-10-31,1993-09-30,2
"41061",86845,7263,1996-09-26,2008-03-28,"20051910","20051910","CBH","COMMERCE BANCORP INC NJ",1,1,6022,11,NA,1984-10-31,2008-03-31,2
"11457",25129,779,1972-12-14,2018-06-29,"20052510","20052510","CBSH","COMMERCE BANCSHARES INC",3,3,6711,11,NA,1972-12-29,2018-06-29,2
"31003",77346,11350,1992-02-18,1995-01-10,"20056M10","20056M10","CBVA","COMMERCE BANK VA",3,3,6020,11,NA,1992-02-28,1995-01-31,2
"44257",90245,45377,2004-07-08,2008-12-10,"20061Q10","20061Q10","EGR","COMMERCE ENERGY GROUP INC",2,2,4911,11,NA,2004-07-30,2008-12-31,2
"33727",79956,12733,1995-03-31,2008-06-04,"20064110","20064110","CGI","COMMERCE GROUP INC MASS",1,1,6311,11,NA,1993-12-31,2008-06-30,2
"22738",57656,9047,1987-03-23,1999-01-29,"20065410","20065410","CGCO","COMMERCE GROUP CORP",3,3,6550,10,NA,1974-01-31,1999-01-29,2
"41420",87103,16628,2002-09-17,2004-10-18,"20069320","20069320","CMRC","COMMERCE ONE INC",3,3,7370,11,NA,1999-07-30,2004-10-29,2
"1240",10630,8535,1987-07-31,1994-08-04,"20084110","20084110","CBNB","COMMERCEBANCORP CA",3,3,6020,11,NA,1986-09-30,1994-08-31,2
"44614",90635,46442,2005-03-01,2012-05-31,"20084510","20084510","CMFB","COMMERCEFIRST BANCORP INC",3,3,6022,11,NA,2005-03-31,2012-05-31,2
"7293",16160,55605,2016-07-25,2018-05-18,"20084V10","20084V10","CHUBA","COMMERCEHUB INC",3,3,9999,11,"A",2016-07-29,2018-05-31,2
"7287",16144,55605,2016-07-25,2018-05-18,"20084V30","20084V30","CHUBK","COMMERCEHUB INC",3,3,9999,11,"C",2016-07-29,2018-05-31,2
"37384",83501,14672,2002-05-20,2003-12-30,"20085810","20085810","COSO","COMMERCESOUTH INC",3,3,6020,11,NA,1996-05-31,2003-12-31,2
"40024",85862,16010,1998-03-13,2001-03-21,"20090310","20090310","CMND","COMMAND SYSTEMS INC",3,3,7370,11,NA,1998-03-31,2001-03-30,2
"11472",25153,775,1974-08-29,1994-03-24,"20113310","20113310","CBOCA","COMMERCIAL BANCORPORATION CO",3,3,6711,11,"A",1972-12-29,1994-03-31,2
"37506",83593,31656,1996-06-27,1998-03-31,"20114310","20114310","CWV","COMMERCIAL BANCSHARES INC W VA",2,2,6021,11,NA,1996-06-28,1998-03-31,2
"32818",79253,12203,1993-06-16,2001-11-09,"20146210","20146210","CBNY","COMMERCIAL BANK OF NEW YORK",3,3,6020,11,NA,1993-06-30,2001-11-30,2
"33348",79682,12464,1993-10-06,2007-06-01,"20160710","20160710","CLBK","COMMERCIAL BANKSHARES INC",3,3,6020,11,NA,1993-10-29,2007-06-29,2
"43705",89614,43782,2002-12-19,2006-09-29,"20162L10","20162L10","CCBI","COMMERCIAL CAPITAL BANCORP INC",3,3,6035,11,NA,2002-12-31,2006-09-29,2
"41075",86861,7361,1995-08-02,2005-12-02,"20164710","20164710","CFB","COMMERCIAL FEDERAL CORP",1,1,6036,11,NA,1984-12-31,2005-12-30,2
"11498",25217,1150,1991-02-27,2000-04-11,"20170910","20170910","TEC","COMMERCIAL INTERTECH CORP",1,1,3561,11,NA,1972-12-29,2000-04-28,2
"13664",30680,20484,1982-08-03,2018-06-29,"20172310","20172310","CMC","COMMERCIAL METALS CO",1,1,5051,11,NA,1962-07-31,2018-06-29,2
"37571",83641,14687,1996-06-03,2012-06-28,"20221710","20221710","CNAF","COMMERCIAL NATIONAL FINL CORP",3,3,6020,11,NA,1996-06-28,2012-06-29,2
"904",10439,8356,1998-03-12,2000-01-06,"20260420","20260420","CELS","COMMNET CELLULAR INC",3,3,4810,11,NA,1986-07-31,2000-01-31,2
"44308",90314,45478,2004-08-05,2018-06-29,"20260810","20260810","CVGI","COMMERCIAL VEHICLE GROUP INC",3,3,3714,11,NA,2004-08-31,2018-06-29,2
"37502",83586,31657,1996-06-28,2003-03-06,"20263010","20263010","CXI","COMMODORE APPLIED TECHS INC",2,2,4955,11,NA,1996-06-28,2003-03-31,2
"33925",80115,12789,1996-06-17,2003-01-17,"20268X10","20268X10","CMSB","COMMONWEALTH BANCORP INC",3,3,6020,11,NA,1994-01-31,2003-01-31,2
"11514",25260,770,1983-03-24,1993-08-31,"20269010","20269010","CBKS","COMMONWEALTH BANCSHARES CORP",3,3,6711,11,NA,1983-03-31,1993-08-31,2
"43071",88797,40986,2000-11-02,2011-09-26,"20273610","20273610","CWBS","COMMONWEALTH BANKSHARES INC",3,3,6021,11,NA,2000-11-30,2011-09-30,2
"39532",85457,15782,1997-10-29,2010-01-21,"20273910","20273910","CBTE","COMMONWEALTH BIOTECHNOLOGIES IN",3,3,8730,11,NA,1997-10-31,2010-01-29,2
"29398",76333,10751,1990-09-10,1994-12-13,"20290220","20290220","CECOA","COMMUNICATIONS & ENTERTNMT CORP",3,3,7810,11,"A",1990-09-28,1994-12-30,2
"29397",76332,10751,1996-03-19,1996-05-01,"20290230","20290230","CECO","COMMUNICATIONS & ENTERTNMT CORP",3,3,7810,11,NA,1990-09-28,1996-05-31,2
"38862",84726,15420,1997-04-03,1999-02-18,"20290910","20290910","CXOT","COMMODORE SEPARATION TECHS INC",3,3,3550,11,NA,1997-04-30,1999-02-26,2
"35464",81475,13613,1997-04-21,2004-12-09,"20300410","20300410","CMIN","COMMONWEALTH INDUSTRIES INC",3,3,3350,11,NA,1995-03-31,2004-12-31,2
"11550",25348,1221,1997-10-10,2007-03-08,"20334910","20334910","CTCO","COMMONWEALTH TELE ENTRPS INC",3,3,4810,11,NA,1972-12-29,2007-03-30,2
"399",10195,1221,1997-10-10,2003-09-03,"20334920","20334920","CTCOB","COMMONWEALTH TELE ENTRPS INC",3,3,4810,11,"B",1986-04-30,2003-09-30,2
"39285",85231,32028,1997-07-28,2011-01-13,"20337210","20337210","CTV","COMMSCOPE INC",1,1,3357,11,NA,1997-07-31,2011-01-31,2
"283",10136,8085,1986-04-01,1996-03-07,"20337810","20337810","CABL","COMMUNICATION CABLE INC",3,3,3660,11,NA,1986-04-30,1996-03-29,2
"5790",14239,54602,2013-10-25,2018-06-29,"20337X10","20337X10","COMM","COMMSCOPE HOLDING CO INC",3,3,9999,11,NA,2013-10-31,2018-06-29,2
"33719",79949,12697,1993-12-16,1998-02-03,"20338810","20338810","CCIX","COMMUNICATIONS CENTRAL INC",3,3,4810,11,NA,1993-12-31,1998-02-27,2
"30289",76901,11114,1991-11-04,1994-07-21,"20338D10","20338D10","CICI","COMMUNICATION INTELLIGENCE CORP",3,3,7370,11,NA,1991-09-30,1994-07-29,2
"37711",83742,14783,1996-07-01,2003-03-13,"20338K10","20338K10","CICI","COMMUNICATION INTELLIGENCE CORP",3,3,7370,11,NA,1996-07-31,2003-03-31,2
"1697",10878,9751,1993-11-24,1998-10-02,"20342150","20342150","CWII","COMMUNICATIONS WORLD INTL INC",3,3,4810,11,NA,1988-04-29,1998-10-30,2
"39203",85179,15600,1999-06-28,2006-10-26,"20342P10","20342P10","CMBC","COMMUNITY BANCORP INC CA",3,3,6020,11,NA,1997-07-31,2006-10-31,2
"1731",10897,9766,1988-05-04,1995-02-23,"20343310","20343310","CBOG","COMMUNITY BANCSHARES INC",3,3,6710,11,NA,1988-05-31,1995-02-28,2
"40674",86396,16303,1999-07-01,2004-07-08,"20343B10","20343B10","CBNJ","COMMUNITY BANCORP NEW JERSEY",3,3,6020,11,NA,1998-10-30,2004-07-30,2
