"","crsp_fundno","wficn","fundno","cusip8","ticker","fund_name","tna_latest_dt","tna_latest","num_holdings","mgmt_name","et_flag","nav_latest_dt","nav_latest","first_offer_dt","per_com","per_pref","per_conv","per_corp","per_muni","per_govt","per_oth","per_cash","per_bond","per_abs","per_mbs","per_eq_oth","per_fi_oth","open_to_inv","retail_fund","inst_fund","index_fund_flag","dead_flag","delist_cd","crsp_obj_cd","lipper_obj_cd","lipper_obj_name","lipper_class","lipper_class_name","si_obj_cd","wbrger_obj_cd","lipper_asset_cd","country"
"2348",86988,NA,NA,"78468R74","SHE","SPDR Series Trust: SPDR SSGA Gender Diversity Index ETF",2018-03-29,310.6,NA,"State Street Bank and Trust Company","F",2018-03-29,69.7963,2016-03-08,99.93,0,0,0,0,0.01,0,0.06,0,0,0,0,0,"Y","N","Y","B","N",NA,"M","S","SPECIALTY/MISCELLANEOUS FUNDS","S","Specialty/Miscellaneous Funds",NA,NA,"EQ",NA
"767",48414,NA,NA,"25459W77","YINN","Direxion Shares ETF Trust: Direxion Daily FTSE China Bull 3X Shares",2018-03-29,310.3,NA,"Rafferty Asset Management LLC","F",2018-03-29,33.92,2009-12-03,67.77,0,0,0,0,10.16,5.91,16.17,0,0,0,0,0,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"2064",50155,NA,NA,"92189F76","SCIF","VanEck Vectors ETF Trust: VanEck Vectors India Small-Cap Index ETF",2018-03-29,309.8,NA,"Van Eck Associates Corporation","F",2018-03-29,57.0993,2010-08-24,99.79,0,0,0,0,0,0,0.21,0,0,0,0,0,"Y","N","Y","D","N",NA,"EFRI","INR","INDIA REGION FUNDS","INR","India Region Funds",NA,NA,"EQ",NA
"2474",53985,NA,NA,"78468R10","SPTS","SPDR Series Trust: SPDR Portfolio Short Term Treasury ETF",2018-03-29,308.7,NA,"State Street Bank and Trust Company","F",2018-03-29,29.6788,2011-12-01,0,0,0,0,0,100.17,0,-0.17,0,0,0,0,0,"Y","N","Y","D","N",NA,"IGDS","SUT","SHORT U.S. TREASURY FUNDS","SUT","Short U.S. Treasury Funds",NA,NA,"TX",NA
"391",43606,501348,82569,"33733B10","FIW","First Trust Exchange-Traded Fund: First Trust Water ETF",2018-03-29,306.7,36,"First Trust Advisors LP","F",2018-03-29,47.5487,2007-05-08,97.94,0,0,0,0,0.05,0,0.04,0,0,0,1.98,0,"Y","N","Y","D","N",NA,"EDSN","NR","NATURAL RESOURCES FUNDS","NR","Natural Resources Funds",NA,NA,"EQ","UNITED STATES"
"2697",57233,NA,NA,"33939L84","QDEF","FlexShares Trust: FlexShares Quality Dividend Defensive Index Fund",2018-03-29,306.7,NA,"Northern Trust Investments Inc","F",2018-03-29,42.9,2012-12-14,99.34,0,0,0,0,0,0,0.65,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYI","EI","EQUITY INCOME FUNDS","EIEI","Equity Income Funds",NA,NA,"EQ",NA
"175",24746,500902,80429,"73935X66","PKB","PowerShares Exchange-Traded Fund Trust: PowerShares Dynamic Building & Construction Portfolio",2018-03-29,306.3,30,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,31.2578,2005-10-26,100.08,0,0,0,0,0,0,-0.08,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSI","ID","INDUSTRIALS FUNDS","ID","Industrials Funds",NA,NA,"EQ","UNITED STATES"
"1047",51182,NA,NA,"73936Q79","KBWD","PowerShares Exchange-Traded Fund Trust II: PowerShares KBW High Dividend Yield Financial Portfolio",2018-03-29,305,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,22.6775,2010-12-01,100.11,0,0,0,0,0,0,-0.12,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSF","FS","FINANCIAL SERVICES FUNDS","FS","Financial Services Funds",NA,NA,"EQ",NA
"446",36383,501494,83369,"73936G30","PBP","PowerShares Exchange-Traded Fund Trust: PowerShares S&P 500 BuyWrite Portfolio",2018-03-29,303.8,484,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,21.0214,2007-12-20,101.36,0,0,0,0,0.03,-1.44,0.05,0,0,0,0,0.01,"Y","N","Y","D","N",NA,"EDYH","LSE","ALTERNATIVE LONG/SHORT EQUITY FUNDS","LSE","Alternative Long/Short Equity Funds",NA,NA,"EQ","UNITED STATES"
"2498",54387,NA,NA,"46434G85","RING","iShares, Inc: iShares MSCI Global Gold Miners ETF",2018-03-29,303.6,NA,"BlackRock Fund Advisors","F",2018-03-29,17.7,2012-01-31,97.14,0,0,0,0,0,0.04,0.03,0,0,0,2.79,0,"Y","N","Y","D","N",NA,"EDSO","AU","PRECIOUS METALS EQUITY FUNDS","AU","Precious Metals Equity Funds",NA,NA,"EQ",NA
"334",27427,501239,81202,"78355W83","RGI","Rydex ETF Trust: Guggenheim S&P 500 Equal Weight Industrials ETF",2018-03-29,303.4,62,"Guggenheim Investments","F",2018-03-29,118.9744,2006-11-01,99.84,0,0,0,0,0.14,0,0.01,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSI","ID","INDUSTRIALS FUNDS","ID","Industrials Funds",NA,NA,"EQ","UNITED STATES"
"640",44015,NA,NA,"78464A36","SPLB","SPDR Series Trust: SPDR Portfolio Long Term Corporate Bond ETF",2018-03-29,303.4,NA,"State Street Bank and Trust Company","F",2018-03-29,27.2072,2009-03-10,0,0,0,98.76,0,0.6,0,0.58,0,0,0,0,0.07,"Y","N","Y","D","N",NA,"I","GB","GENERAL BOND FUNDS","GB","General Bond Funds",NA,NA,"TX",NA
"1532",43448,NA,NA,"74347W50","UCO","ProShares Trust II: Ultra DJ-UBS Crude Oil",2011-03-31,302.6,NA,"ProFunds Group","F",2011-03-31,57.1055,2008-11-25,0,0,0,0,0,106.08,5.87,-11.95,0,0,0,0,0,"Y","N","Y","E","N",NA,"EDSC","CMD","COMMODITIES FUNDS","CMD","Commodities Funds",NA,NA,"EQ",NA
"966",25702,NA,NA,"74347R86","DXD","ProShares Trust: ProShares UltraShort Dow 30",2012-09-28,302,NA,"ProFunds Group","F",2012-09-28,46.82,2006-07-11,0,0,0,0,0,13.13,-11.66,98.53,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"1819",60384,NA,NA,"73937B62","IPKW","PowerShares Exchange-Traded Fund Trust II: PowerShares International BuyBack Achievers Portfolio",2018-03-29,301.8,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,37.04,2014-02-27,100.02,0,0,0,0,0,0,-0.02,0,0,0,0,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","IMLG","International Multi-Cap Growth",NA,NA,"EQ",NA
"958",25698,NA,NA,"74348A21","RWM","ProShares Trust: ProShares Short Russell2000",2018-03-29,301.6,NA,"ProFunds Group","F",2018-03-29,42.09,2007-01-23,0,0,0,0,0,94.73,-12.27,17.54,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"3023",63613,NA,NA,"46434VBD","IBDQ","iShares Trust: iShares iBonds Dec 2025 Term Corporate ETF",2018-03-29,301.3,NA,"BlackRock Fund Advisors","F",2018-03-29,24.2,2015-03-10,0,0,0,99.2,0,0,0.89,-0.09,0,0,0,0,0,"Y","N","Y","D","N",NA,"ICQY","BBB","CORPORATE DEBT FUNDS BBB-RATED","BBB","Corporate Debt Funds BBB-Rated",NA,NA,"TX",NA
"2155",64617,NA,NA,"26924G40","IPAY","ETF Managers Trust: ETFMG Prime Mobile Payments ETF",2018-03-29,300.7,NA,"ETF Managers Group LLC","F",2018-03-29,36.23,2015-07-16,98.87,0,0,0.03,0,0.08,0.01,0.16,0,0,0,0.62,0,"Y","N","Y","D","N",NA,"EDST","TK","SCIENCE & TECHNOLOGY FUNDS","TK","Science & Technology Funds",NA,NA,"EQ",NA
"458",24753,501664,87699,"73935X73","PFM","PowerShares Exchange-Traded Fund Trust: PowerShares Dividend Achievers Portfolio",2018-03-29,300.2,236,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,25.3295,2005-09-15,98.15,0,0,0,0,0,1.85,0,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYI","EI","EQUITY INCOME FUNDS","EIEI","Equity Income Funds",NA,NA,"EQ","UNITED STATES"
"959",25699,NA,NA,"74347R83","TWM","ProShares Trust: UltraShort Russell2000 ProShares",2010-12-31,299,NA,"ProFunds Group","F",2010-12-31,12.57,2007-01-23,0,0,0,0,0,0,-13.12,39.1,0,0,0,0,74.02,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"605",36192,600819,89263,"46428832","NYF","iShares Trust: iShares New York Muni Bond ETF",2018-03-29,297.8,1,"BlackRock Fund Advisors","F",2018-03-29,54.65,2007-10-04,0,0,0,0,99.12,0,0,-0.1,0,0,0,0,0.98,"Y","N","Y","D","N",NA,"IU","NY","NEW YORK MUNICIPAL DEBT FUNDS","NY","New York Municipal Debt Funds",NA,NA,"MB","UNITED STATES"
"2643",55834,NA,NA,"73936Q74","DWAS","PowerShares Exchange-Traded Fund Trust II: PowerShares DWA SmallCap Momentum Portfolio",2018-03-29,297.5,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,49.5839,2012-07-19,100.09,0,0,0,0,0,0,-0.09,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCS","SG","SMALL-CAP FUNDS","SCGE","Small-Cap Growth Funds",NA,NA,"EQ",NA
"1758",59402,NA,NA,"31609286","FUTY","Fidelity Covington Trust: Fidelity MSCI Utilities Index ETF",2018-03-29,295.5,NA,"Fidelity SelectCo LLC","F",2018-03-29,33.0144,2013-10-21,99.64,0,0,0,0,0.06,0.28,0.03,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSU","UT","UTILITY FUNDS","UT","Utility Funds",NA,NA,"EQ",NA
"2499",54387,NA,NA,"46428633","RING","iShares, Inc: iShares MSCI Global Gold Miners ETF",2016-09-30,292,NA,"BlackRock Fund Advisors","F",2016-09-30,11.1,2012-01-31,97.26,0,0,0,0,0,0.04,0.11,0,0,0,2.59,0,"Y","N","Y","D","N",NA,"EDSO","AU","PRECIOUS METALS EQUITY FUNDS","AU","Precious Metals Equity Funds",NA,NA,"EQ",NA
"279",43532,501171,81082,"18383M50","CVY","Claymore Exchange-Traded Fund Trust: Guggenheim Multi-Asset Income ETF",2018-03-29,291.4,135,"Guggenheim Investments","F",2018-03-29,21.5038,2006-09-21,60.55,2.29,0.03,6.32,0.08,1.07,10.33,-1.67,0,1.63,0.38,17.63,1.34,"Y","N","Y","D","N",NA,"EDYB","GI","GROWTH & INCOME FUNDS","MLVE","Multi-Cap Value Funds",NA,NA,"EQ","UNITED STATES"
"574",37043,600754,82913,"46428671","TUR","iShares, Inc: iShares MSCI Turkey ETF",2018-03-29,291.2,1,"BlackRock Fund Advisors","F",2018-03-29,41.89,2008-03-26,99.74,0,0,0,0,0,0.26,0,0,0,0,0,0,"Y","N","Y","D","N",NA,"EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ","UNITED STATES"
"2171",64804,NA,NA,"74255Y10","YLD","Principal Exchange-Traded Funds: Principal EDGE Active Income ETF",2018-03-29,290.8,NA,"Principal Management Corporation","F",2018-03-29,39.9779,2015-07-08,22.34,1.88,0,58.91,0,0,0.71,1.98,0,5.21,6.51,2.45,0,"Y","N","Y","D","N",NA,"M","FX","FLEXIBLE PORTFOLIO FUNDS","FX","Flexible Portfolio Funds",NA,NA,"EQ",NA
"3042",87924,NA,NA,"46434G86","ESGE","iShares, Inc: iShares MSCI EM ESG Optimized ETF",2018-03-29,290.5,NA,"BlackRock Fund Advisors","F",2018-03-29,74.48,2016-06-28,75.89,4.75,0,0,0,0,0.35,0.12,0,0,0,18.89,0,"Y","N","Y","D","N",NA,"EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ",NA
"3164",92756,NA,NA,"45409B38","CLRG","IndexIQ ETF Trust: IQ Chaikin US Large Cap ETF",2018-03-29,289.5,NA,"IndexIQ Advisors LLC","F",2018-03-29,25.0632,2017-12-13,99.91,0,0,0,0,0,0,0.09,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCCE","Large-Cap Core Funds",NA,NA,"EQ",NA
"296",25685,501183,81094,"74347R69","ROM","ProShares Trust: ProShares Ultra Technology",2018-03-29,288.5,139,"ProFunds Group","F",2018-03-29,92.34,2007-01-30,81.48,0,0,0,0,0,8.16,10.36,0,0,0,0,0,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ","UNITED STATES"
"3314",91893,NA,NA,"66538H59","SECT","Northern Lights Fund Trust IV: Main Sector Rotation ETF",2018-03-29,287.4,NA,"Main Mangement ETF Advisors LLC",NA,2018-03-29,27.51,2017-09-05,82.58,0.23,0,0,0,4.41,0.04,11.75,0,0,0,0.88,0.1,"Y","N","Y",NA,"N",NA,"EDYG","G","GROWTH FUNDS","MLVE","Multi-Cap Value Funds",NA,NA,"EQ",NA
"1479",42994,NA,NA,"25460E88","SPXS","Direxion Shares ETF Trust: Direxion Daily S&P 500 Bear 3X Shares",2018-03-29,286.4,NA,"Rafferty Asset Management LLC","F",2018-03-29,29.52,2008-11-05,0,0,0,0,0,56.26,42.92,0.819999999999999,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"3225",88647,NA,NA,"73935B86","VRIG","PowerShares Actively Managed Exchange-Traded Fund Trust: PowerShares Variable Rate Investment Grade Portfolio",2018-03-29,286.2,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,25.1041,2016-09-22,0,0,0,35.38,0,11.21,0,0.11,0,32.46,20.81,0,0.05,"Y","N","Y",NA,"N",NA,"I","SID","SHORT INVESTMENT GRADE DEBT FUNDS","SID","Short Investment Grade Debt Funds",NA,NA,"TX",NA
"541",32501,600548,80172,"97717W77","DIM","WisdomTree Trust: WisdomTree International MidCap Dividend Fund",2018-03-29,285.5,12,"WisdomTree Asset Management Inc","F",2018-03-29,67.9878,2006-06-16,99.63,0,0,0,0,0,0.26,0.11,0,0,0,0,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","IEI","International Equity Income Funds",NA,NA,"EQ","UNITED STATES"
"455",43582,501659,87592,"46428856","REZ","iShares Trust: iShares Residential Real Estate ETF",2018-03-29,285.2,35,"BlackRock Fund Advisors","F",2018-03-29,57.61,2007-05-01,99.72,0,0,0,0,0,0.13,0.15,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSR","RE","REAL ESTATE FUNDS","RE","Real Estate Funds",NA,NA,"EQ","UNITED STATES"
"713",47357,NA,NA,"46428942","IWX","iShares Trust: iShares Russell Top 200 Value ETF",2018-03-29,284.7,NA,"BlackRock Fund Advisors","F",2018-03-29,50.39,2009-09-22,99.84,0,0,0,0,0,0.15,0,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCVE","Large-Cap Value Funds",NA,NA,"EQ",NA
"2101",64212,NA,NA,"46435G10","ICVT","iShares Trust: iShares Convertible Bond ETF",2018-03-29,284.2,NA,"BlackRock Fund Advisors",NA,2018-03-29,56.28,2015-06-02,0,0,98.67,0,0,0,1.4,-0.07,0,0,0,0,0,"Y","N","Y","D","N",NA,"M","CV","CONVERTIBLE SECURITIES FUNDS","CV","Convertible Securities Funds",NA,NA,"EQ",NA
"989",50492,NA,NA,"92193277","VIOV","Vanguard Admiral Funds: Vanguard S&P Small-Cap 600 Value Index Fund; ETF Shares",2018-03-29,283.2,NA,"Vanguard Group Inc","F",2018-03-29,130.23,2010-09-07,98.97,0,0,0,0,0.07,0,0.96,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCS","SG","SMALL-CAP FUNDS","SCVE","Small-Cap Value Funds",NA,NA,"EQ",NA
"2987",91313,NA,NA,"46641Q83","JPST","JP Morgan Exchange-Traded Fund Trust: JPMorgan Ultra-Short Income ETF",2018-03-29,282.5,NA,"JPMorgan Funds",NA,2018-03-29,50,2017-05-17,0,0,0,74.23,0,2.18,3.68,5.12,0,11.43,2.25,0,1.09,"Y","N","Y",NA,"N",NA,"I","USO","ULTRA-SHORT OBLIGATIONS FUNDS","USO","Ultra-Short Obligations Funds",NA,NA,"TX",NA
"1310",37315,NA,NA,"73935L10","PIN","PowerShares India Exchange-Traded Fund Trust: PowerShares India Portfolio",2018-03-29,281.4,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,24.9,2008-03-04,0,0,0,0.01,0,0.04,99.97,-0.02,0,0,0,0,0.01,"Y","N","Y","D","N",NA,"EFRI","INR","INDIA REGION FUNDS","INR","India Region Funds",NA,NA,"EQ",NA
"2932",90408,NA,NA,"33740F80","FIXD","First Trust Exchange-Traded Fund VIII: First Trust TCW Opportunistic Fixed Income ETF",2018-03-29,280.6,NA,"First Trust Advisors LP","F",2018-03-29,49.6703,2017-02-15,0,0,0,24.64,0.96,29.99,5.73,0,0,11.62,26.77,0,0.29,"Y","N","Y",NA,"N",NA,"I","MSI","MULTI-SECTOR INCOME FUNDS","MSI","Multi-Sector Income Funds",NA,NA,"TX",NA
"648",44289,NA,NA,"25459W53","TMV","Direxion Shares ETF Trust: Direxion Daily 20+ Year Treasury Bear 3X Shares",2011-09-30,280.5,NA,"Rafferty Asset Management LLC","F",2011-09-30,15.45,2009-04-16,0,0,0,0,0,0,-325.6,425.6,0,0,0,0,0,"Y","N","Y","B","N",NA,"I","SFI","SPECIALTY FIXED INCOME FUNDS","SFI","Specialty Fixed Income Funds",NA,NA,"TX",NA
"2641",55828,NA,NA,"57061R79","PFXF","Market Vectors ETF Trust: Market Vectors Preferred Securities ex Financials ETF",2016-03-31,280.3,NA,"Van Eck Associates Corporation","F",2016-03-31,20.0909,2012-07-16,19,41.51,0,2.19,0,0,17.03,0.35,0,0,0,19.91,0,"Y","N","Y","D","N",NA,"I","FLX","FLEXIBLE INCOME FUNDS","FLX","Flexible Income Funds",NA,NA,"TX",NA
"173",16498,500860,80205,"46428874","RXI","iShares Trust: iShares Global Consumer Discretionary ETF",2018-03-29,278.4,92,"BlackRock Fund Advisors","F",2018-03-29,111.37,2006-09-12,97.75,1.24,0,0,0,0,0.09,0.17,0,0,0,0.75,0,"Y","N","Y","D","N",NA,"EDSS","CS","CONSUMER SERVICES FUNDS","CS","Consumer Services Funds",NA,NA,"EQ","UNITED STATES"
"130",29225,500635,58033,"86330E10",NA,"streetTRACKS Series Trust: SPDR DJ Wilshire Large Cap Growth ETF",2007-09-28,278.3,312,"STATE STREET BANK & TRUST CO/IFTC","F",2007-09-28,59.204639,2000-09-25,99.77,0,0,0,0,0,0.06,0.16,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCGE","Large-Cap Growth Funds",NA,NA,"EQ","UNITED STATES"
"1926",61837,NA,NA,"00400R88","WBIH","Absolute Shares Trust: WBI Tactical High Income Shares",2018-03-29,277.9,NA,"Millington Securities Inc","F",2018-03-29,24.38,2014-08-25,21.79,1.08,0,58.18,0.03,3.39,0.05,10.58,0,1.43,1.28,1.76,0.41,"Y","N","Y",NA,"N",NA,"M","FX","FLEXIBLE PORTFOLIO FUNDS","FX","Flexible Portfolio Funds",NA,NA,"EQ",NA
"494",36483,501814,89248,"73936Q20","PIE","PowerShares Exchange-Traded Fund Trust II: PowerShares DWA Emerging Markets Momentum Portfolio",2018-03-29,277.3,17,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,21.1643,2007-12-27,78.17,0.73,0,0,0,0,0,-0.16,0,0,0,21.25,0,"Y","N","Y","D","N",NA,"EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ","UNITED STATES"
"970",25703,NA,NA,"74348A42","QID","ProShares Trust: ProShares UltraShort QQQ",2018-03-29,277,NA,"ProFunds Group","F",2018-03-29,12.18,2006-07-11,0,0,0,0,0,120.44,-40.74,20.31,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"1853",61074,NA,NA,"46431W60","HYGH","iShares US ETF Trust: iShares Interest Rate Hedged High Yield Bond ETF",2018-03-29,276.6,NA,"BlackRock Fund Advisors","F",2018-03-29,90.68,2014-05-27,0,0,0,96.6,0,0,4.64,-1.52,0,0,0,0,0.29,"Y","N","Y",NA,"N",NA,"I","HY","HIGH YIELD FUNDS","HY","High Yield Funds",NA,NA,"TX",NA
"1548",43456,NA,NA,"74347W85","YCS","ProShares Trust II: UltraShort Yen",2011-09-30,276.3,NA,"ProFunds Group","F",2011-09-30,13.7793,2008-11-25,0,0,0,0,0,101.84,0.8,-2.64,0,0,0,0,0,"Y","N","Y","B","N",NA,"I","SFI","SPECIALTY FIXED INCOME FUNDS","SFI","Specialty Fixed Income Funds",NA,NA,"TX",NA
"3064",62690,NA,NA,"18383M23","BSCO","Claymore Exchange-Traded Fund Trust: Guggenheim BulletShares 2024 Corporate Bond ETF",2018-03-29,276,NA,"Guggenheim Investments","F",2018-03-29,20.2205,2014-09-17,0,0,0,98.16,0,0,1.59,0,0,0,0,0,0.25,"Y","N","Y","D","N",NA,"ICQY","BBB","CORPORATE DEBT FUNDS BBB-RATED","BBB","Corporate Debt Funds BBB-Rated",NA,NA,"TX",NA
"3269",87385,NA,NA,"03210810","IBUY","Amplify ETF Trust: Amplify Online Retail ETF",2018-03-29,274.7,NA,"Amplify Investments LLC","F",2018-03-29,45.04,2016-04-20,92.19,0,0,0.01,0,0.03,0,0.03,0,0,0,7.78,0.01,"Y","N","Y","D","N",NA,"EDST","TK","SCIENCE & TECHNOLOGY FUNDS","TK","Science & Technology Funds",NA,NA,"EQ",NA
"1750",59394,NA,NA,"31609230","FSTA","Fidelity Covington Trust: Fidelity MSCI Consumer Staples Index ETF",2018-03-29,274.4,NA,"Fidelity SelectCo LLC","F",2018-03-29,31.7246,2013-10-21,99.78,0,0,0,0,0,0.22,0,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSG","CG","CONSUMER GOODS FUNDS","CG","Consumer Goods Funds",NA,NA,"EQ",NA
"3197",88526,NA,NA,"31609283","FDRR","Fidelity Covington Trust: Fidelity Dividend ETF for Rising Rates",2018-03-29,274.1,NA,"Fidelity SelectCo LLC","F",2018-03-29,29.7946,2016-09-12,99.86,0,0,0,0,0,0.12,0.02,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYI","EI","EQUITY INCOME FUNDS","EIEI","Equity Income Funds",NA,NA,"EQ",NA
"744",47670,NA,NA,"72201R86","MUNI","PIMCO ETF Trust: PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund",2018-03-29,272.4,NA,"PIMCO","F",2018-03-29,52.7999,2009-11-30,0,0,0,0,94.75,5.96,-2.09,0,0,0,0,0,1.38,"Y","N","Y",NA,"N",NA,"IUI","IMD","INTERMEDIATE MUNICIPAL DEBT FUNDS","IMD","Intermediate Municipal Debt Funds",NA,NA,"MB",NA
"2521",54419,NA,NA,"73937B66","EELV","PowerShares Exchange-Traded Fund Trust II: PowerShares S&P Emerging Markets Low Volatility Portfolio",2018-03-29,271.8,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,26.1303,2012-01-13,82.91,0.89,0,0,0,0,1.08,-0.13,0,0,0,15.26,0,"Y","N","Y","D","N",NA,"EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ",NA
"503",16384,600231,12492,"46428620","EWO","iShares, Inc: iShares MSCI Austria ETF",2018-03-29,270.8,1,"BlackRock Fund Advisors","F",2018-03-29,25.3,1996-03-12,99.67,0,0,0,0,0,0.02,0.31,0,0,0,0,0,"Y","N","Y","D","N",NA,"EFRE","EU","EUROPEAN REGION FUNDS","EU","European Region Funds",NA,NA,"EQ","UNITED STATES"
"66",24720,500415,45701,"73935X40","PGJ","PowerShares Exchange-Traded Fund Trust: PowerShares Golden Dragon China Portfolio",2018-03-29,269.7,72,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,46.111,2004-12-09,9.5,0,0,0.01,0,0.06,0,-0.04,0,0,0,90.46,0.01,"Y","N","Y","D","N",NA,"EFRQ","CH","CHINA REGION FUNDS","CH","China Region Funds",NA,NA,"EQ","UNITED STATES"
"1505",43003,NA,NA,"25459W30","EDC","Direxion Shares ETF Trust: Direxion Daily Emerging Markets Bull 3X Shares",2011-09-30,269,NA,"Rafferty Asset Management LLC","F",2011-09-30,13,2008-12-17,75.54,3.9,0,0,0,0,0.06,0.7,0,0,0,19.8,0,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"563",29222,600734,81693,"86330879",NA,"streetTRACKS Index Shares Funds: SPDR Russell/Nomura Prime Japan ETF",2007-09-28,268.4,5,"STATE STREET BANK & TRUST CO/IFTC","F",2007-09-28,55.914927,2006-11-09,99.81,0,0,0,0,0,0.01,0.17,0,0,0,0,0,"Y","N","Y","D","Y",NA,"EFRJ","JA","JAPANESE FUNDS","JA","Japanese Funds",NA,NA,"EQ","UNITED STATES"
"623",43639,NA,NA,"78464A33","BWZ","SPDR Series Trust: SPDR Bloomberg Barclays Short Term International Treasury Bond ETF",2018-03-29,267.3,NA,"State Street Bank and Trust Company","F",2018-03-29,32.9945,2009-01-15,0,0,0,0,0,99.09,0,0.92,0,0,0,0,0,"Y","N","Y","D","N",NA,"IF","INI","INTERNATIONAL INCOME FUNDS","INI","International Income Funds",NA,NA,"TX",NA
"1670",58630,NA,NA,"73936Q71","PGHY","PowerShares Exchange-Traded Fund Trust II: PowerShares Global Short Term High Yield Bond Portfolio",2018-03-29,266.6,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,23.7,2013-06-20,0.04,0,0,83.96,0.39,12.36,0,2.56,0,0,0.01,0,0.68,"Y","N","Y","D","N",NA,"I","HY","HIGH YIELD FUNDS","HY","High Yield Funds",NA,NA,"TX",NA
"2448",53392,NA,NA,"22539T59","USLV","VelocityShares 3x Long Silver ETN",2018-03-29,265.2,NA,"VelocityShares","N",2018-03-29,9.8057,2011-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"EDSC","CMD","COMMODITIES FUNDS","CMS","Commodities Specialty Funds",NA,NA,"EQ",NA
"304",29236,501201,81139,"86330E64",NA,"streetTRACKS Series Trust: SPDR S&P Metals & Mining ETF",2007-09-28,264.6,34,"STATE STREET BANK & TRUST CO/IFTC","F",2007-09-28,63.754279,2006-06-19,107.98,0,0,0,0,0,0,-7.98,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSN","NR","NATURAL RESOURCES FUNDS","NR","Natural Resources Funds",NA,NA,"EQ","UNITED STATES"
